[PacketHandler] ID: 201 | Buffer: 01020400000000000000000000000000000000000000
[PacketHandler] ID: B0 | Buffer: B000050028000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B00007000B000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B0001800F4010000000000000000000000008C009500
[PacketHandler] ID: 9E7 | Buffer: E709000032000000000000000000000000008C009500
[PacketHandler] ID: A24 | Buffer: 240A0000000000000000000012000000000000000000
[PacketHandler] ID: ADE | Buffer: DE0A4600000000000000000012000000000000000000
[PacketHandler] ID: 97B | Buffer: 7B094400F0490200A086010070110100000000000000
[PacketHandler] ID: 1D7 | Buffer: D7015BAC1E0002B10400000000000000000000000000
[PacketHandler] ID: B08 | Buffer: 080B0600000002B10400000000000000000000000000
[PacketHandler] ID: B39 | Buffer: 390B8D00000200B10400000502000000020000000000
[PacketHandler] ID: B0B | Buffer: 0B0B0000000200B10400000502000000020000000000
[PacketHandler] ID: A9B | Buffer: 9B0A0400000200B10400000502000000020000000000
[PacketHandler] ID: B0 | Buffer: B0001800F40100000400000502000000020000000000
[PacketHandler] ID: B0 | Buffer: B00019004C4F00000400000502000000020000000000
[PacketHandler] ID: 99B | Buffer: 9B090000000600000400000502000000020000000000
[PacketHandler] ID: 10F | Buffer: 0F0129000100000000000000000000004E565F424153
[PacketHandler] ID: B20 | Buffer: 200B0000000000000000000000000000000000000000
[PacketHandler] ID: B20 | Buffer: 200B0001000000000000000000000000000000000000
[PacketHandler] ID: ACB | Buffer: CB0A0100000000000000000000000000000000000000
[PacketHandler] ID: ACB | Buffer: CB0A1600090000000000000000000000000000000000
[PacketHandler] ID: ACB | Buffer: CB0A0200000000000000000000000000000000000000
[PacketHandler] ID: ACB | Buffer: CB0A17000A0000000000000000000000000000000000
[PacketHandler] ID: B0 | Buffer: B0000C00000000000000000000000000000000000000
[PacketHandler] ID: BD | Buffer: BD003000010201020102010201020102120000000000
[PacketHandler] ID: 141 | Buffer: 41010D00000001000000000000000102120000000000
[PacketHandler] ID: 141 | Buffer: 41010E00000001000000000000000102120000000000
[PacketHandler] ID: 141 | Buffer: 41010F00000001000000000000000102120000000000
[PacketHandler] ID: 141 | Buffer: 41011000000001000000000000000102120000000000
[PacketHandler] ID: 141 | Buffer: 41011100000001000000000000000102120000000000
[PacketHandler] ID: 141 | Buffer: 41011200000001000000000000000102120000000000
[PacketHandler] ID: 13A | Buffer: 3A010100000001000000000000000102120000000000
[PacketHandler] ID: B0 | Buffer: B0003500870200000000000000000102120000000000
[PacketHandler] ID: BF6 | Buffer: F60B0A0058F4CF691C02000000000102120000000000
[PacketHandler] ID: B6 | Buffer: B600186D9806CF691C02000000000102120000000000
[PacketHandler] ID: 2C1 | Buffer: C1024B005BAC1E00FF4D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: B6 | Buffer: B600256D98061E00FF4D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: B6 | Buffer: B6001F6D98061E00FF4D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: B0 | Buffer: B0002B0000000000FF4D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 196 | Buffer: 960147085BAC1E00004D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: B0 | Buffer: B0002B0000000000004D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 2C9 | Buffer: C902000000000000004D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 2DA | Buffer: DA02000000000000004D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 2D9 | Buffer: D90202000000000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 2D9 | Buffer: D90201000000000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 2D9 | Buffer: D90205000000000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 2D9 | Buffer: D90203000000000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: B8D | Buffer: 8D0B05000100000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: B0 | Buffer: B0002B000000000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 7F | Buffer: 7F0065E77906000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 7F | Buffer: 7F0002E87906000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: B1B | Buffer: 1B0B0000000000000000000000000000000000000000
[PacketHandler] ID: B6 | Buffer: B600186D980600000000000000000000000000000000
[PacketHandler] ID: B3 | Buffer: B3000100000000000000000000000000000000000000
[PacketHandler] ID: 201 | Buffer: 01020400000000000000000000000000000000000000
[PacketHandler] ID: 8E | Buffer: 8E000600200000000000000000000000000000000000
[PacketHandler] ID: 91 | Buffer: 91006E65775F312D312E67617400000000008C009500
[PacketHandler] ID: B0 | Buffer: B00019004C4F0000312E67617400000000008C009500
[PacketHandler] ID: 141 | Buffer: 41010D0000000100000000000000000000008C009500
[PacketHandler] ID: 141 | Buffer: 41010E0000000100000000000000000000008C009500
[PacketHandler] ID: 141 | Buffer: 41010F0000000100000000000000000000008C009500
[PacketHandler] ID: 141 | Buffer: 4101100000000100000000000000000000008C009500
[PacketHandler] ID: 141 | Buffer: 4101110000000100000000000000000000008C009500
[PacketHandler] ID: 141 | Buffer: 4101120000000100000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B000310002000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B000320002000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B000350087020000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B000290012000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B0002D0001000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B0002E0001000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B000330001000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B000340001000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B0002B0000000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B0002C0001000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B000300001000000000000000000000000008C009500
[PacketHandler] ID: 13A | Buffer: 3A01010001000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B000060028000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B00008000B000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B000050028000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B00007000B000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B0001800F4010000000000000000000000008C009500
[PacketHandler] ID: 9E7 | Buffer: E709000032000000000000000000000000008C009500
[PacketHandler] ID: A24 | Buffer: 240A0000000000000000000012000000000000000000
[PacketHandler] ID: ADE | Buffer: DE0A4600000000000000000012000000000000000000
[PacketHandler] ID: 97B | Buffer: 7B094400F0490200A086010070110100000000000000
[PacketHandler] ID: 1D7 | Buffer: D7015BAC1E0002B10400000000000000000000000000
[PacketHandler] ID: B08 | Buffer: 080B0600000002B10400000000000000000000000000
[PacketHandler] ID: B39 | Buffer: 390B8D00000200B10400000502000000020000000000
[PacketHandler] ID: B0B | Buffer: 0B0B0000000200B10400000502000000020000000000
[PacketHandler] ID: A9B | Buffer: 9B0A0400000200B10400000502000000020000000000
[PacketHandler] ID: B0 | Buffer: B0001800F40100000400000502000000020000000000
[PacketHandler] ID: B0 | Buffer: B00019004C4F00000400000502000000020000000000
[PacketHandler] ID: 99B | Buffer: 9B090000000600000400000502000000020000000000
[PacketHandler] ID: 10F | Buffer: 0F0129000100000000000000000000004E565F424153
[PacketHandler] ID: B20 | Buffer: 200B0000000000000000000000000000000000000000
[PacketHandler] ID: B20 | Buffer: 200B0001000000000000000000000000000000000000
[PacketHandler] ID: ACB | Buffer: CB0A0100000000000000000000000000000000000000
[PacketHandler] ID: ACB | Buffer: CB0A1600090000000000000000000000000000000000
[PacketHandler] ID: ACB | Buffer: CB0A0200000000000000000000000000000000000000
[PacketHandler] ID: ACB | Buffer: CB0A17000A0000000000000000000000000000000000
[PacketHandler] ID: B0 | Buffer: B0000C00000000000000000000000000000000000000
[PacketHandler] ID: BD | Buffer: BD003000010201020102010201020102120000000000
[PacketHandler] ID: 141 | Buffer: 41010D00000001000000000000000102120000000000
[PacketHandler] ID: 141 | Buffer: 41010E00000001000000000000000102120000000000
[PacketHandler] ID: 141 | Buffer: 41010F00000001000000000000000102120000000000
[PacketHandler] ID: 141 | Buffer: 41011000000001000000000000000102120000000000
[PacketHandler] ID: 141 | Buffer: 41011100000001000000000000000102120000000000
[PacketHandler] ID: 141 | Buffer: 41011200000001000000000000000102120000000000
[PacketHandler] ID: 13A | Buffer: 3A010100000001000000000000000102120000000000
[PacketHandler] ID: B0 | Buffer: B0003500870200000000000000000102120000000000
[PacketHandler] ID: BF6 | Buffer: F60B0A0071F4CF691C02000000000102120000000000
[PacketHandler] ID: B6 | Buffer: B600186D9806CF691C02000000000102120000000000
[PacketHandler] ID: 2C1 | Buffer: C1024B005BAC1E00FF4D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: B6 | Buffer: B600256D98061E00FF4D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: B6 | Buffer: B6001F6D98061E00FF4D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: B0 | Buffer: B0002B0000000000FF4D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 196 | Buffer: 960147085BAC1E00004D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: B0 | Buffer: B0002B0000000000004D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 2C9 | Buffer: C902000000000000004D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 2DA | Buffer: DA02000000000000004D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 2D9 | Buffer: D90202000000000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 2D9 | Buffer: D90201000000000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 2D9 | Buffer: D90205000000000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 2D9 | Buffer: D90203000000000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: B8D | Buffer: 8D0B05000100000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: B0 | Buffer: B0002B000000000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 7F | Buffer: 7F0059487A06000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 7F | Buffer: 7F00E4487A06000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: B1B | Buffer: 1B0B0000000000000000000000000000000000000000
[PacketHandler] ID: B6 | Buffer: B600186D980600000000000000000000000000000000
[PacketHandler] ID: 7F | Buffer: 7F00D0777A0600000000000000000000000000000000
[PacketHandler] ID: B6 | Buffer: B600186D980600000000000000000000000000000000
[PacketHandler] ID: 7F | Buffer: 7F00BDA67A0600000000000000000000000000000000
[PacketHandler] ID: 7F | Buffer: 7F00A9D57A0600000000000000000000000000000000
[PacketHandler] ID: B6 | Buffer: B600186D980600000000000000000000000000000000
[PacketHandler] ID: 7F | Buffer: 7F0095047B0600000000000000000000000000000000
[PacketHandler] ID: 1C3 | Buffer: C3014B0000FFFF0090010C0000000000C3C7C1E1C3E8
[PacketHandler] ID: 7F | Buffer: 7F0080337B0600000000000000000000000000000000
[PacketHandler] ID: B6 | Buffer: B600186D980600000000000000000000000000000000
[PacketHandler] ID: 1C3 | Buffer: C3014B0000FFFF0090010C0000000000C3C7C1E1C3E8
[PacketHandler] ID: 1C3 | Buffer: C3014B0000FFFF0090010C0000000000C3C7C1E1C3E8
[PacketHandler] ID: 1C3 | Buffer: C3014B0000FFFF0090010C0000000000C3C7C1E1C3E8
[PacketHandler] ID: 7F | Buffer: 7F006C627B0600000000000000000000000000000000
[PacketHandler] ID: 1C3 | Buffer: C3014B0000FFFF0090010C0000000000C3C7C1E1C3E8
[PacketHandler] ID: B6 | Buffer: B600186D980600000000000000000000000000000000
[PacketHandler] ID: B3 | Buffer: B3000100000000000000000000000000000000000000
[PacketHandler] ID: 201 | Buffer: 01020400000000000000000000000000000000000000
[PacketHandler] ID: 8E | Buffer: 8E000600200000000000000000000000000000000000
[PacketHandler] ID: 91 | Buffer: 91006E65775F312D312E67617400000000008C009500
[PacketHandler] ID: B0 | Buffer: B00019004C4F0000312E67617400000000008C009500
[PacketHandler] ID: 141 | Buffer: 41010D0000000100000000000000000000008C009500
[PacketHandler] ID: 141 | Buffer: 41010E0000000100000000000000000000008C009500
[PacketHandler] ID: 141 | Buffer: 41010F0000000100000000000000000000008C009500
[PacketHandler] ID: 141 | Buffer: 4101100000000100000000000000000000008C009500
[PacketHandler] ID: 141 | Buffer: 4101110000000100000000000000000000008C009500
[PacketHandler] ID: 141 | Buffer: 4101120000000100000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B000310002000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B000320002000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B000350087020000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B000290012000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B0002D0001000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B0002E0001000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B000330001000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B000340001000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B0002B0000000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B0002C0001000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B000300001000000000000000000000000008C009500
[PacketHandler] ID: 13A | Buffer: 3A01010001000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B000060028000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B00008000B000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B000050028000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B00007000B000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B0001800F4010000000000000000000000008C009500
[PacketHandler] ID: 9E7 | Buffer: E709000032000000000000000000000000008C009500
[PacketHandler] ID: A24 | Buffer: 240A0000000000000000000012000000000000000000
[PacketHandler] ID: ADE | Buffer: DE0A4600000000000000000012000000000000000000
[PacketHandler] ID: 97B | Buffer: 7B094400F0490200A086010070110100000000000000
[PacketHandler] ID: 1D7 | Buffer: D7015BAC1E0002B10400000000000000000000000000
[PacketHandler] ID: B08 | Buffer: 080B0600000002B10400000000000000000000000000
[PacketHandler] ID: B39 | Buffer: 390B8D00000200B10400000502000000020000000000
[PacketHandler] ID: B0B | Buffer: 0B0B0000000200B10400000502000000020000000000
[PacketHandler] ID: A9B | Buffer: 9B0A0400000200B10400000502000000020000000000
[PacketHandler] ID: B0 | Buffer: B0001800F40100000400000502000000020000000000
[PacketHandler] ID: B0 | Buffer: B00019004C4F00000400000502000000020000000000
[PacketHandler] ID: 99B | Buffer: 9B090000000600000400000502000000020000000000
[PacketHandler] ID: 10F | Buffer: 0F0129000100000000000000000000004E565F424153
[PacketHandler] ID: B20 | Buffer: 200B0000000000000000000000000000000000000000
[PacketHandler] ID: B20 | Buffer: 200B0001000000000000000000000000000000000000
[PacketHandler] ID: ACB | Buffer: CB0A0100000000000000000000000000000000000000
[PacketHandler] ID: ACB | Buffer: CB0A1600090000000000000000000000000000000000
[PacketHandler] ID: ACB | Buffer: CB0A0200000000000000000000000000000000000000
[PacketHandler] ID: ACB | Buffer: CB0A17000A0000000000000000000000000000000000
[PacketHandler] ID: B0 | Buffer: B0000C00000000000000000000000000000000000000
[PacketHandler] ID: BD | Buffer: BD003000010201020102010201020102120000000000
[PacketHandler] ID: 141 | Buffer: 41010D00000001000000000000000102120000000000
[PacketHandler] ID: 141 | Buffer: 41010E00000001000000000000000102120000000000
[PacketHandler] ID: 141 | Buffer: 41010F00000001000000000000000102120000000000
[PacketHandler] ID: 141 | Buffer: 41011000000001000000000000000102120000000000
[PacketHandler] ID: 141 | Buffer: 41011100000001000000000000000102120000000000
[PacketHandler] ID: 141 | Buffer: 41011200000001000000000000000102120000000000
[PacketHandler] ID: 13A | Buffer: 3A010100000001000000000000000102120000000000
[PacketHandler] ID: B0 | Buffer: B0003500870200000000000000000102120000000000
[PacketHandler] ID: BF6 | Buffer: F60B0A00CBF4CF691C02000000000102120000000000
[PacketHandler] ID: B6 | Buffer: B600186D9806CF691C02000000000102120000000000
[PacketHandler] ID: 2C1 | Buffer: C1024B005BAC1E00FF4D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: B6 | Buffer: B600256D98061E00FF4D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: B6 | Buffer: B6001F6D98061E00FF4D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: B0 | Buffer: B0002B0000000000FF4D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 196 | Buffer: 960147085BAC1E00004D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: B0 | Buffer: B0002B0000000000004D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 2C9 | Buffer: C902000000000000004D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 2DA | Buffer: DA02000000000000004D4D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 2D9 | Buffer: D90202000000000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 2D9 | Buffer: D90201000000000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 2D9 | Buffer: D90205000000000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 2D9 | Buffer: D90203000000000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: B8D | Buffer: 8D0B05000100000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: B0 | Buffer: B0002B000000000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 7F | Buffer: 7F0047A67B06000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: 7F | Buffer: 7F00CAA67B06000000004D00C3D0BABAC3D1A1C9D2A4
[PacketHandler] ID: B1B | Buffer: 1B0B0000000000000000000000000000000000000000
[PacketHandler] ID: B6 | Buffer: B600186D980600000000000000000000000000000000
[PacketHandler] ID: 7F | Buffer: 7F00B4D57B0600000000000000000000000000000000
[PacketHandler] ID: B6 | Buffer: B600186D980600000000000000000000000000000000
[PacketHandler] ID: 7F | Buffer: 7F00A4047C0600000000000000000000000000000000
[PacketHandler] ID: 7F | Buffer: 7F00BE337C0600000000000000000000000000000000
[PacketHandler] ID: B6 | Buffer: B600186D980600000000000000000000000000000000
[PacketHandler] ID: 7F | Buffer: 7F009D627C0600000000000000000000000000000000
[PacketHandler] ID: 7F | Buffer: 7F006A917C0600000000000000000000000000000000
[PacketHandler] ID: B6 | Buffer: B600186D980600000000000000000000000000000000
[PacketHandler] ID: B3 | Buffer: B3000100000000000000000000000000000000000000
[PacketHandler] ID: 201 | Buffer: 01020400000000000000000000000000000000000000
[PacketHandler] ID: 8E | Buffer: 8E000600200000000000000000000000000000000000
[PacketHandler] ID: 91 | Buffer: 91006E65775F312D312E67617400000000008C009500
[PacketHandler] ID: B0 | Buffer: B00019004C4F0000312E67617400000000008C009500
[PacketHandler] ID: 141 | Buffer: 41010D0000000100000000000000000000008C009500
[PacketHandler] ID: 141 | Buffer: 41010E0000000100000000000000000000008C009500
[PacketHandler] ID: 141 | Buffer: 41010F0000000100000000000000000000008C009500
[PacketHandler] ID: 141 | Buffer: 4101100000000100000000000000000000008C009500
[PacketHandler] ID: 141 | Buffer: 4101110000000100000000000000000000008C009500
[PacketHandler] ID: 141 | Buffer: 4101120000000100000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B000310002000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B000320002000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B000350087020000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B000290012000000000000000000000000008C009500
[PacketHandler] ID: B0 | Buffer: B0002D0001000000000000000000000000008C009500
